H_L0.1_weight,HH_L0.1_mean,HH_L0.1_magnitude,HpHp_L0.1_mean,HpHp_L0.1_magnitude,label
3701.68567667753,553.916960096214,553.916960096214,554.0,554.0,0
6300.34720035353,565.991867083974,565.991867083974,566.0,566.0,0
3475.31261851715,73.9664019353771,73.9664019353771,74.0,74.0,0
5978.80710701613,60.0,60.0,60.0,60.0,0
35.52878523,148.1559238,371.2976778,215.9864749,300.227616,1
10.13238045,67.38627154,110.2680062,66.0,118.3779989,1
9.37264895,67.62577296,113.8979766,66.0003863,118.8116791,1
1978.72243114272,60.0,60.0,60.0,60.0,0
3.089299464,64.96815806,104.9235941,60.0,84.85281374,1
6304.94623209867,565.970509326399,565.970509326399,566.0,566.0,0
6429.81752561296,565.968175746808,565.968175746808,566.0,566.0,0
4.298717182,236.3784026,346.7375952,236.3784026,346.7375952,1
6.789759972,60.0,60.0,60.0,60.0,1
3.620874163,60.43782584,86.23874317,60.0,84.85281374,1
3706.5119837085,73.9960794669447,73.9960794669447,74.0,74.0,0
3.985020539,134.0707283,226.8566952,134.0707283,226.8566952,1
2064.23107420227,60.0,60.0,60.0,60.0,0
6367.44281499691,553.969374956291,553.969374956291,554.0,554.0,0
3.173095493,72.25045294,168.3604109,73.0,73.0,1
2.941013318,60.0,84.85281374,60.0,84.85281374,1
35.29439171,452.5691336,529.48956,104.8116317,1046.290446,1
2.16915576,223.6926888,419.9604555,223.6926888,419.9604555,1
8.945033366,90.0,108.1665383,90.0,108.1665383,1
6801.54558209412,73.9978007563639,95.2663346454483,74.0,74.0,0
6001.49125183363,60.0,60.0,60.0,60.0,0
5726.30957042763,553.923110813151,553.923110813151,554.000000000001,554.000000000001,0
3.596748669,67.18189107,90.80595314,73.0,73.0,1
14.7345503,75.77662876,119.7902561,93.25385467,133.7149973,1
10.24407175,67.81217003,115.2240212,66.00000008,118.040142,1
12.673744,67.72162311,111.4795961,75.8968003,109.7575854,1
3540.96677937274,553.892707807737,553.892707807737,554.0,554.0,0
4994.66970151754,60.0,60.0,60.0,60.0,0
2183.34719295387,60.0,60.0,60.0,60.0,0
6591.52087602385,60.0,60.0,60.0,60.0,0
5133.79495517534,60.0,60.0,60.0,60.0,0
9.087420809,67.44199815,245.075748,74.0,74.0,1
5465.3990761615,60.0,60.0,60.0,60.0,0
5130.44875242185,73.996864359103,95.2656073038926,74.0,74.0,0
6389.06073406793,565.848059001555,565.848059001555,566.0,566.0,0
49.42974732,171.8945192,322.6440571,286.688676,296.0851177,1
6468.50413598735,553.96819721541,553.96819721541,554.0,554.0,0
6644.98797361654,60.0,60.0,60.0,60.0,0
3939.23276815194,60.0,60.0,60.0,60.0,0
7227.40231563712,73.9980072169172,95.2664950130683,74.0,74.0,0
2.938963641,60.01417787,84.91843593,60.0,84.85281374,1
13.62186887,69.03687504,120.2245809,66.0,122.1744935,1
6653.92948115786,73.9975471674428,73.9975471674428,74.0,74.0,0
5.936679788,70.62852048,106.1049476,73.0,73.0,1
6642.46219142613,73.9973804152658,95.2660081473008,74.0,95.2680429105164,0
6358.78717620421,565.993618355932,565.993618355932,566.0,566.0,0
6.141964786,60.0,60.0,60.0,60.0,1
3.654580111,73.71159122,104.2660335,60.0,84.85281374,1
3239.74109755039,60.0,60.0,60.0,60.0,0
8.858912993,69.02152061,121.5743884,66.0,121.7798257,1
2.434213826,89.99999999,108.1665383,89.99999999,108.1665383,1
5085.47684019535,60.0,60.0,60.0,60.0,0
6.660338397,102.0,144.2497834,102.0,144.2497834,1
6589.519030838,73.9995559680012,73.9995559680012,74.0,74.0,0
3236.05003895222,60.0,60.0,60.0,60.0,0
6661.51155996991,60.0,60.0,60.0,60.0,0
2.680473077,102.0,144.2497834,102.0,144.2497834,1
4.500914725,74.0001174,120.1596508,74.0,74.0,1
7531.87862975123,73.999020876837,95.2672823729665,74.0,95.2680429105164,0
3.427778796,89.95214591,108.1676655,89.95214591,108.1676655,1
1.866792941,330.0,431.4904402,330.0,431.4904402,1
9.013850963,70.36747337,116.3188974,66.0005637,114.8451199,1
2.958435213,60.17137768,87.64438143,60.0,84.85281374,1
6336.45946741798,565.939300001529,565.939300001529,566.0,566.0,0
7753.73430365404,73.9986349274081,95.2669825864123,74.0,95.2680429105164,0
64.02380385,172.8406861,313.8757047,286.930674,296.319442,1
3.741539355,60.00312083,84.85916836,60.0,84.85281374,1
3.663292316,60.0,60.0,60.0,60.0,1
10.07416039,74.03946942,122.6175742,66.0,120.348103,1
2267.5697739411,60.0,60.0,60.0,60.0,0
15.50042314,72.21079616,115.2996418,69.06630185,115.0429742,1
6433.36433369632,565.955875002156,565.955875002156,566.0,566.0,0
6391.5427236082,553.936769466521,553.936769466521,554.0,554.0,0
6532.39411518504,73.9994085351253,73.9994085351253,74.0,74.0,0
6297.94752591292,565.912214480838,565.912214480838,566.0,566.0,0
12.19250683,88.71228043,130.1824011,127.5649905,153.266171,1
5006.80333669803,565.967620731323,565.967620731323,566.0,566.0,0
5106.77380954783,553.986347947965,553.986347947965,553.999999999999,553.999999999999,0
6360.36509878849,565.973083055168,565.973083055168,566.0,566.0,0
100.8623921,163.8384643,328.8413535,74.0,74.0,1
5332.14941957557,553.96997979942,553.96997979942,554.0,554.0,0
3338.02366917848,73.9749983123701,73.9749983123701,74.0,74.0,0
6477.75671829005,553.973614536787,553.973614536787,554.0,554.0,0
4950.07177480297,553.976947550294,553.976947550294,554.000000000001,554.000000000001,0
6317.43694296448,553.937505978788,553.937505978788,554.0,554.0,0
11.67737407,77.21022097,120.6276458,66.50899546,121.656803,1
3589.27438389351,60.0,60.0,60.0,60.0,0
6246.25736311109,60.0,60.0,60.0,60.0,0
1886.77445288391,60.0,60.0,60.0,60.0,0
3833.57517730711,60.0,60.0,60.0,60.0,0
1.7338225,330.0,431.4904402,330.0,431.4904402,1
7474.19185180314,73.9985887204744,73.9985887204744,74.0,74.0,0
6868.99401473983,73.9981677072942,73.9981677072942,74.0,74.0,0
6321.14064197438,60.0,60.0,60.0,60.0,0
6390.48180106356,60.0,60.0,60.0,60.0,0
4996.51124004844,553.990667364209,553.990667364209,554.0,554.0,0
3.566900554,133.4904932,226.5142639,133.4904932,226.5142639,1
5.124422489,80.28341757,109.1853144,74.0,74.0,1
9.210542931,67.37965137,111.3381696,66.0,118.0992677,1
6338.61790138132,553.969368146652,553.969368146652,554.0,554.0,0
6.929719773,76.42984353,97.16748933,75.00033849,75.00033849,1
10.84059198,78.37948951,123.9977782,95.82333202,133.1383771,1
10.53173448,67.54992159,111.9055644,66.02248057,115.4886147,1
5510.75604381288,553.957996891984,553.957996891984,553.999999999999,553.999999999999,0
1.730751869,330.0,431.4904402,330.0,431.4904402,1
6497.10663041392,553.991793574359,553.991793574359,554.0,554.0,0
6394.24742609161,60.0,60.0,60.0,60.0,0
6250.85954376181,60.0,60.0,60.0,60.0,0
9.536284721,68.02152568,115.2872569,66.75784665,120.7081191,1
11.89225667,67.06014193,116.8969919,66.00366412,118.1136824,1
6344.29162215649,553.960749167839,553.960749167839,554.0,554.0,0
2.50825983,330.0,431.4904402,330.0,431.4904402,1
10.6220634,68.27231174,120.6048551,66.0040284,121.3196099,1
18.8878523,86.42426548,637.3210153,87.99718643,682.6098343,1
6479.14908009397,553.98415474499,553.98415474499,554.0,554.0,0
6107.47176064659,565.915165003005,565.915165003005,566.0,566.0,0
5.269705591,60.0,84.85281374,60.0,84.85281374,1
5036.95707384468,73.9981924377828,95.2666388829748,74.0,74.0,0
6343.16160884884,553.946835079678,553.946835079678,554.0,554.0,0
3138.62541885098,553.626407017608,553.626407017608,554.0,554.0,0
3.153138652,75.73303511,119.4228077,60.0,84.85281374,1
7.924995549,74.42686961,121.8319939,66.0,117.9346029,1
11.38810539,71.86176662,104.1423264,71.86176662,104.1423264,1
6402.61976075715,60.0,60.0,60.0,60.0,0
2.712407912,89.99987983,108.1665358,89.99987983,108.1665358,1
7191.19014847268,73.9985425435187,95.2669108272382,74.0,95.2680429105164,0
2.836147373,102.0,144.2497834,102.0,144.2497834,1
1.794724271,330.0,431.4904402,330.0,431.4904402,1
34.02256131,151.9962781,471.7069298,99.00176477,684.0895921,1
6178.58275625343,60.0,60.0,60.0,60.0,0
3130.10720757667,553.629574637236,553.629574637236,554.0,554.0,0
5.036431059,71.62126378,101.3067485,60.0,84.85281374,1
6784.71180029105,73.9982830408784,73.9982830408784,74.0,74.0,0
32.37860248,148.0854321,286.5499279,110.0054005,132.5789883,1
6351.80316151702,553.975450989181,553.975450989181,554.0,554.0,0
6.215813182,67.7613196,119.6177113,66.00322312,121.8406695,1
6.925678589,95.63926006,134.8001554,98.0,138.5929291,1
5479.37983828387,553.901542494408,553.901542494408,553.999999999998,553.999999999998,0
3.191549393,102.0,144.2497834,102.0,144.2497834,1
6384.00137353322,60.0,60.0,60.0,60.0,0
3.308294837,64.57780964,64.57780964,64.57780964,64.57780964,1
4.108936031,65.79673652,133.7641894,60.0,84.85281374,1
3907.84902001101,553.830185413655,553.830185413655,554.0,554.0,0
57.19854016,172.1828584,321.7224894,231.5713103,363.8308746,1
8.98459452,75.44224868,125.2703918,66.10170458,120.4207083,1
6389.20983893981,553.906601906664,553.906601906664,554.0,554.0,0
6286.40761448336,565.976036341977,565.976036341977,566.0,566.0,0
10.74546495,68.77742657,100.1906745,68.77742657,100.1906745,1
6389.66488775161,60.0,60.0,60.0,60.0,0
5.968351953,65.64000301,98.1039044,60.0,84.85281374,1
1.932267497,65.21414617,88.61650446,60.0,60.0,1
6744.29954675278,73.9989129112232,73.9989129112232,74.0,74.0,0
4.09876612,102.0,144.2497834,102.0,144.2497834,1
6364.96952925186,553.910003200531,553.910003200531,554.0,554.0,0
6399.47915741637,60.0,60.0,60.0,60.0,0
11.02386666,77.74545979,124.2879521,96.47684028,134.2535071,1
1.904706708,87.42033865,109.5585734,88.47722638,107.2512941,1
4.860775632,60.06679126,85.22877862,60.0,84.85281374,1
1.334211106,73.94513782,152.828251,73.0,73.0,1
12.78643341,68.21740873,113.875434,69.06371499,116.0489325,1
95.9798813,169.8113427,309.9023159,74.0,74.0,1
3.803092847,89.99999999,108.1665383,89.99999999,108.1665383,1
3.979777873,456.3354129,456.3354129,456.3354129,456.3354129,1
9.717458669,69.5281778,102.6358132,69.5281778,102.6358132,1
3.345387144,60.19529405,99.01239729,60.0,84.85281374,1
3114.71604944029,60.0,60.0,60.0,60.0,0
7.054032235,74.0,126.244903,74.0,74.0,1
785.454662362936,94.4335673762694,133.382982583083,98.0,138.592929112563,0
9.638699184,69.5238025,102.5850939,69.5238025,102.5850939,1
4.738993688,134.3069035,226.9963531,134.3069035,226.9963531,1
5430.25262753487,60.0,60.0,60.0,60.0,0
1991.06671581344,60.0,60.0,60.0,60.0,0
11.49810411,69.84038549,116.7634782,66.08530177,118.7235901,1
1.890885321,102.0,144.2497834,102.0,144.2497834,1
2.721476015,330.0,431.4904402,330.0,431.4904402,1
68.20753032,169.8644263,317.9531556,198.3798285,343.6023252,1
5732.67633812225,60.0,60.0,60.0,60.0,0
7250.0181705743,73.9986532532129,95.2669968209833,74.0,95.2680429105164,0
6.10106995,65.23482508,107.3733786,60.0,84.85281374,1
1884.58785272109,60.0,60.0,60.0,60.0,0
2033.85537262443,60.0,60.0,60.0,60.0,0
6497.81804574246,553.966243891693,553.966243891693,554.0,554.0,0
6330.16078283924,565.991941878533,565.991941878533,566.0,566.0,0
4.742889408,74.00001041,126.1465765,74.0,74.0,1
6458.1304361784,60.0,60.0,60.0,60.0,0
1.731394743,330.0,431.4904402,330.0,431.4904402,1
31.39151925,72.21355663,103.3963166,71.94165819,103.2065995,1
12.52562909,72.1686244,119.6380278,66.0,118.6342708,1
6344.529529584,73.9969095940966,73.9969095940966,74.0,74.0,0
15.90333728,69.41141473,110.371665,74.0,74.0,1
1987.85251798853,60.0,60.0,60.0,60.0,0
9.145512641,92.81091097,130.7790455,98.0,138.5929291,1
5996.86799711632,565.891896799975,565.891896799975,566.0,566.0,0
6424.24455116488,553.920413108515,553.920413108515,554.0,554.0,0
7123.74929897362,73.9987800293597,73.9987800293597,74.0,74.0,0
11.0667625,76.53787777,116.042486,115.9072234,136.5012401,1
10.42454309,68.2675205,112.3055906,75.16380192,109.830299,1
6569.78947435514,73.9990314750535,73.9990314750535,74.0,74.0,0
11.21042318,67.63451582,97.53502833,67.63451582,97.53502833,1
4.751228772,102.0,144.2497834,102.0,144.2497834,1
5500.13046912853,60.0,60.0,60.0,60.0,0
3870.10881146395,553.748860482646,553.748860482646,554.0,554.0,0
2355.62243174352,60.0,60.0,60.0,60.0,0
2965.56696194718,73.9461836306712,73.9461836306712,74.0,74.0,0
2643.30146011237,553.796966004051,553.796966004051,553.999999999999,553.999999999999,0
6722.37507394277,60.0,60.0,60.0,60.0,0
22.75391294,81.28097567,101.5747572,81.28097567,101.5747572,1
6712.11421114974,73.9971713454982,73.9971713454982,74.0,74.0,0
1138.25657191995,60.0,60.0,60.0,60.0,0
2246.09393500348,60.0,60.0,60.0,60.0,0
6288.91377940744,60.0,60.0,60.0,60.0,0
10.53645872,150.9572671,168.152274,362.0,362.0,1
6233.19192873917,565.989456875942,565.989456875942,566.0,566.0,0
3.816599413,450.2947317,450.2947317,450.2947317,450.2947317,1
3.285522342,89.99997669,108.1665329,89.99997669,108.1665329,1
26.86972333,109.5370545,486.0036507,109.5370545,486.0036507,1
5022.45358205838,553.895817274669,553.895817274669,554.0,554.0,0
6463.32639410937,553.984415742779,553.984415742779,554.0,554.0,0
2285.61737434071,60.0,60.0,60.0,60.0,0
5977.172648111,60.0,60.0,60.0,60.0,0
51.99423306,60.0,60.0,60.0,60.0,1
6643.11253471881,73.9942037852418,73.9942037852418,74.0,74.0,0
6223.20832738792,565.895329521049,565.895329521049,566.0,566.0,0
3.286752497,89.99999988,108.1665382,90.0,108.1665383,1
4067.22270489093,60.0,60.0,60.0,60.0,0
3.429019702,64.61320128,88.17519936,64.61320128,88.17519936,1
8.694672899,70.25693359,116.8843968,66.0,116.0206018,1
46.4415598,158.48384,344.1162924,69.99957552,101.8623609,1
3.910002121,60.0,60.0,60.0,60.0,1
6687.25635053848,60.0,60.0,60.0,60.0,0
3818.46566464726,60.0,60.0,60.0,60.0,0
6665.17301741163,73.9971918000574,73.9971918000574,74.0,74.0,0
2.070498151,221.2525027,431.3822548,221.2525027,431.3822548,1
3135.0054429198,60.0,60.0,60.0,60.0,0
54.62479375,164.0908902,369.9914153,266.0430255,276.1428822,1
2995.55576578214,60.0,60.0,60.0,60.0,0
11.67365023,60.0,84.85281374,60.0,84.85281374,1
2523.60918900493,60.0,60.0,60.0,60.0,0
78.75310824,171.940362,315.7930542,198.3731075,347.8958949,1
11.73866802,60.0000011,84.85281623,60.0,84.85281374,1
9.43860148,92.86988898,130.8308697,98.0,138.5929291,1
3143.12968198097,553.538614562085,553.538614562085,553.999999999999,553.999999999999,0
27.37495762,60.0,60.0,60.0,60.0,1
5254.93176518432,60.0,60.0,60.0,60.0,0
4724.92354525466,553.938797747174,553.938797747174,554.0,554.0,0
6459.99113540663,60.0,60.0,60.0,60.0,0
5747.25351279938,553.851412532927,553.851412532927,554.000000000002,554.000000000002,0
1979.38872571009,60.0,60.0,60.0,60.0,0
3771.47567571149,553.897891729175,553.897891729175,554.0,554.0,0
5056.0403054777,553.978645915646,553.978645915646,554.0,554.0,0
80.55901126,172.4745134,312.8962275,231.5059443,367.8083247,1
3263.89418129464,565.681544180843,565.681544180843,566.0,566.0,0
9.11420339,75.76221735,124.0738186,66.38287533,120.5837913,1
3436.17075209869,553.879704579682,553.879704579682,553.999999999999,553.999999999999,0
5433.19514908857,60.0,60.0,60.0,60.0,0
3.565566346,64.498582,102.3426768,60.0,84.85281374,1
3615.38852352105,60.0,60.0,60.0,60.0,0
5.364349622,60.0,84.85281374,60.0,84.85281374,1
5002.66185170404,553.945027087809,553.945027087809,553.999999999999,553.999999999999,0
10.77443069,76.80907195,119.5632261,95.65182972,132.9084657,1
5.651387964,60.0,60.0,60.0,60.0,1
10.20341404,76.42041336,122.4441381,66.0,115.9538836,1
2211.77615133711,60.0,60.0,60.0,60.0,0
1935.34707721009,60.0,60.0,60.0,60.0,0
6198.69217695089,60.0,60.0,60.0,60.0,0
6.570670192,74.00000064,126.1482578,74.0,74.0,1
5535.36392497408,565.979116781569,565.979116781569,566.0,566.0,0
6.19642293,65.19579173,148.4927764,74.0,74.0,1
6.068343983,456.3341518,456.3341518,456.3341518,456.3341518,1
1701.47814901874,60.0,60.0,60.0,60.0,0
2025.03273713149,60.0,60.0,60.0,60.0,0
1417.68342799378,60.0,60.0,60.0,60.0,0
6197.68548643163,553.945373912799,553.945373912799,554.0,554.0,0
14.90438399,181.8843382,220.1457736,80.16707016,322.795637,1
2154.32772473981,553.743236564914,553.743236564914,554.0,554.0,0
3888.65005886777,60.0,60.0,60.0,60.0,0
6032.80507775852,565.889841404074,565.889841404074,566.0,566.0,0
9.604482159,60.0,84.85281374,60.0,84.85281374,1
4.595562914,60.0,84.85281374,60.0,84.85281374,1
4008.78908241301,553.94648044678,553.94648044678,554.0,554.0,0
2097.97280531871,60.0,60.0,60.0,60.0,0
5954.62751482911,73.9986057625884,73.9986057625884,74.0,74.0,0
23.841558,122.3304339,532.1735002,87.99770982,682.5784985,1
6039.85416345491,565.801553865528,565.801553865528,566.0,566.0,0
6228.21219414012,60.0,60.0,60.0,60.0,0
6337.01696336102,565.99470183158,565.99470183158,566.0,566.0,0
6446.9727852678,565.965975239891,565.965975239891,566.0,566.0,0
4878.88654998543,553.958870660628,553.958870660628,554.0,554.0,0
5914.00133119632,565.961149707012,565.961149707012,566.0,566.0,0
100.061275,76.23921552,97.01761687,76.23921552,97.01761687,1
5061.74402352518,553.865051724541,553.865051724541,553.999999999999,553.999999999999,0
1022.41065070347,74.0,74.0,74.0,74.0,0
11.05140728,73.04900081,121.1280563,66.27767758,117.6797987,1
84.26800007,168.6457275,307.7964962,176.3120471,335.8151599,1
6537.97239360334,73.9971725172133,95.2658466636511,74.0,95.2680429105164,0
6340.85957004677,553.945947261037,553.945947261037,554.0,554.0,0
3747.34041348306,553.867453173955,553.867453173955,554.0,554.0,0
10.61142562,72.17978834,118.3832507,84.86318456,125.8544572,1
6255.03237390714,565.993402055172,565.993402055172,566.0,566.0,0
15.01797379,88.98059183,246.0356718,111.6025833,251.6388089,1
2.359701306,102.0,144.2497834,102.0,144.2497834,1
2321.91722250835,60.0,60.0,60.0,60.0,0
3618.52804349417,553.951637338601,553.951637338601,554.0,554.0,0
5.690704138,74.0,126.1465835,74.0,74.0,1
6601.84683318853,73.9991373174916,73.9991373174916,74.0,74.0,0
5807.10947973651,553.902487282352,553.902487282352,554.0,554.0,0
4057.19406587388,60.0,60.0,60.0,60.0,0
5405.19992011971,553.967353333984,553.967353333984,554.0,554.0,0
1991.73345102392,60.0,60.0,60.0,60.0,0
6379.80534945837,565.970694706145,565.970694706145,566.0,566.0,0
12.37815046,74.56512093,125.5771331,66.00023006,122.333062,1
10.67828629,74.34633422,124.6524973,66.04625008,120.0325774,1
6386.89259406546,553.973672561497,553.973672561497,554.0,554.0,0
6633.25363074494,73.9990452034856,73.9990452034856,74.0,74.0,0
4967.57275209914,553.827647130752,553.827647130752,554.000000000001,554.000000000001,0
90.21551333,164.3928891,336.9872395,74.0,74.0,1
6800.77615544855,553.974218858558,553.974218858558,554.0,554.0,0
6440.18298706081,60.0,60.0,60.0,60.0,0
7.535360461,81.28873777,101.6309886,81.28873777,101.6309886,1
13.05039804,71.27149984,116.1384824,85.73278316,129.4140574,1
32.5505906,93.24150948,158.04397,98.0,138.5929291,1
6371.4084623959,553.98166908765,553.98166908765,554.0,554.0,0
2153.1512642802,60.0,60.0,60.0,60.0,0
6291.98447155498,60.0,60.0,60.0,60.0,0
5.293827369,200.0742315,219.5361165,362.0,373.0201067,1
1.565367315,88.77840137,107.4795155,88.77840137,107.4795155,1
6630.22996643625,60.0,60.0,60.0,60.0,0
6666.14728796183,60.0,60.0,60.0,60.0,0
2.521930253,87.24325876,111.2954286,98.0,138.5929291,1
6008.79206224943,60.0,60.0,60.0,60.0,0
3.242473453,450.2947034,450.2947034,450.2947034,450.2947034,1
6358.55458257205,73.9980892139835,73.9980892139835,74.0,74.0,0
5565.68938459713,553.934074459554,553.934074459554,554.0,554.0,0
6349.45758411456,60.0,60.0,60.0,60.0,0
5.738800316,133.9763675,226.7784105,133.9763675,226.7784105,1
2.741831479,330.0,431.4904402,330.0,431.4904402,1
2351.05818678855,60.0,60.0,60.0,60.0,0
2337.42565549268,60.0,60.0,60.0,60.0,0
6456.01815085735,553.923771027822,553.923771027822,554.0,554.0,0
4.303045976,74.00014397,126.1447336,74.0,74.0,1
6382.04417987566,60.0,60.0,60.0,60.0,0
3.491738261,73.47847068,111.5595351,60.0,84.85281374,1
1059.97062957673,74.0,74.0,74.0,74.0,0
1.000171157,90.0,90.0,90.0,90.0,1
5218.76947651264,553.90541836619,553.90541836619,553.999999999999,553.999999999999,0
11.27117384,73.46544519,119.6412393,66.00000112,114.9292148,1
42.8631414,143.3260451,374.0063634,74.0,74.0,1
11.66128646,76.09353522,121.530009,66.0,121.1480214,1
7887.08758917964,73.9977098687627,95.2662640488309,74.0,95.2680429105164,0
2.310123333,437.1992974,437.1992974,437.1992974,437.1992974,1
5090.42470640352,553.917335485767,553.917335485767,553.999999999999,553.999999999999,0
10.5485244,60.0,84.85281374,60.0,84.85281374,1
7.850685608,74.00000011,126.1631191,74.0,74.0,1
3.349069128,89.99368617,108.1651022,89.99368589,108.1651047,1
6372.28902597207,553.947387490172,553.947387490172,554.0,554.0,0
3.091591622,73.24214089,127.428972,60.0,84.85281374,1
6397.71424265824,553.981325936654,553.981325936654,554.0,554.0,0
9.679761598,79.17212767,122.932282,116.6669033,137.1117172,1
1967.79616808048,60.0,60.0,60.0,60.0,0
6038.76988012109,60.0,60.0,60.0,60.0,0
2.455079571,102.0,144.2497834,102.0,144.2497834,1
6149.94014474967,565.851132524438,565.851132524438,566.0,566.0,0
2.728704632,330.0,431.4904402,330.0,431.4904402,1
3.769721124,133.6912978,226.6326612,133.6912978,226.6326612,1
6459.38996018717,553.980283228742,553.980283228742,554.0,554.0,0
8.218197615,148.8413123,166.2219489,153.5330701,170.4359223,1
1952.77790203224,60.0,60.0,60.0,60.0,0
1.730335175,330.0,431.4904402,330.0,431.4904402,1
7133.15495614155,73.9993761917139,73.9993761917139,74.0,74.0,0
3683.87067093016,553.92880867227,553.92880867227,554.0,554.0,0
3.001866029,330.0,431.4904402,330.0,431.4904402,1
6358.35549480309,553.989799566361,553.989799566361,554.0,554.0,0
